ssc_code,"suburb","urban_area",postcode,"state","state_name","type","local_goverment_area","statistic_area",elevation,population,median_income,sqkm,lat,lng,"timezone"
13942,"Trunkey Creek","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",924,120,31824,67.930,-33.80655,149.34199,"Australia/Sydney"
13939,"Triangle Flat","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",995,56,42484,145.830,-33.78763,149.44994,"Australia/Sydney"
12549,"Meadow Flat","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",1017,309,36764,70.737,-33.44048,149.92553,"Australia/Sydney"
12615,"Millah Murrah","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",643,26,58448,51.747,-33.17780,149.60211,"Australia/Sydney"
14282,"Wiagdon","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",679,37,29900,64.316,-33.21622,149.66267,"Australia/Sydney"
10925,"Clear Creek","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",799,118,40924,52.966,-33.33365,149.71685,"Australia/Sydney"
14047,"Upper Turon","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",720,12,14248,44.468,-33.13213,149.77846,"Australia/Sydney"
13692,"Sunny Corner","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",1166,92,25376,43.653,-33.37400,149.87982,"Australia/Sydney"
14513,"Yetholme","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",1235,243,38532,62.597,-33.43259,149.81415,"Australia/Sydney"
12370,"Locksley","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",843,50,35724,21.564,-33.51554,149.79864,"Australia/Sydney"
12614,"Milkers Flat","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",639,5,23400,7.607,-33.28085,149.39791,"Australia/Sydney"
13466,"Sallys Flat","",2850,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",807,11,29900,54.181,-33.02976,149.56818,"Australia/Sydney"
12170,"Kirkconnell","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",1142,281,25116,13.770,-33.42186,149.85210,"Australia/Sydney"
11598,"Gemalla","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",1025,16,29900,24.723,-33.50167,149.84233,"Australia/Sydney"
11727,"Gowan","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",891,32,34528,134.296,-33.14962,149.35098,"Australia/Sydney"
11566,"Freemantle","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",649,23,44148,59.883,-33.27954,149.36488,"Australia/Sydney"
12138,"Killongbutta","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",659,30,37700,92.192,-33.18202,149.42588,"Australia/Sydney"
10615,"Bruinbun","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",770,47,29900,154.682,-33.11923,149.47319,"Australia/Sydney"
13174,"Peel","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",708,290,41340,91.612,-33.30031,149.65436,"Australia/Sydney"
11136,"Crudine","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",699,65,21424,116.808,-32.98189,149.67504,"Australia/Sydney"
11640,"Glanmire","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",778,158,34788,46.844,-33.42048,149.70868,"Australia/Sydney"
13128,"Paling Yards","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",972,17,29224,25.742,-33.17999,149.74452,"Australia/Sydney"
12893,"Napoleon Reef","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",787,145,30784,34.935,-33.39306,149.74713,"Australia/Sydney"
13760,"Tarana","",2787,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",784,171,42224,139.570,-33.54282,149.88350,"Australia/Sydney"
14191,"Wattle Flat","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",940,257,21008,58.415,-33.14822,149.68001,"Australia/Sydney"
13569,"Sofala","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",632,131,23504,85.409,-33.05221,149.69533,"Australia/Sydney"
14091,"Walang","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",929,84,38324,26.199,-33.45191,149.76801,"Australia/Sydney"
13744,"Tambaroora","",2850,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",860,41,19916,59.942,-32.96504,149.40327,"Australia/Sydney"
11330,"Duramana","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",772,206,35360,130.712,-33.25552,149.54998,"Australia/Sydney"
12786,"Mount Rankin","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",911,379,37856,100.886,-33.29542,149.47777,"Australia/Sydney"
13977,"Turondale","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",738,85,24804,84.045,-33.11640,149.59522,"Australia/Sydney"
10357,"Billywillinga","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",851,194,32188,51.563,-33.28651,149.43743,"Australia/Sydney"
13377,"Rock Forest","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",747,198,36608,92.401,-33.35538,149.40076,"Australia/Sydney"
14196,"Watton","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",726,81,44200,12.466,-33.31249,149.41692,"Australia/Sydney"
14480,"Yarras","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",723,10,25116,13.410,-33.36586,149.67356,"Australia/Sydney"
13839,"The Rocks","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",862,60,32448,40.433,-33.43208,149.42276,"Australia/Sydney"
10230,"Bathampton","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",729,39,42900,22.694,-33.49192,149.41364,"Australia/Sydney"
11322,"Dunkeld","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",648,47,38688,9.413,-33.41056,149.48096,"Australia/Sydney"
14078,"Vittoria","",2799,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",901,62,29900,77.032,-33.41713,149.34886,"Australia/Sydney"
11528,"Fitzgeralds Valley","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",750,11,80184,5.738,-33.52397,149.39364,"Australia/Sydney"
11527,"Fitzgeralds Mount","",2799,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",945,54,25428,21.508,-33.49600,149.37749,"Australia/Sydney"
13052,"O'Connell","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",753,569,39364,119.421,-33.55661,149.74675,"Australia/Sydney"
13381,"Rockley Mount","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",806,82,40248,14.837,-33.55312,149.55535,"Australia/Sydney"
10564,"Brewongle","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",721,124,31304,43.792,-33.47240,149.69051,"Australia/Sydney"
13828,"The Lagoon","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",722,216,36972,88.542,-33.54556,149.62179,"Australia/Sydney"
10149,"Bald Ridge","",2795,"NSW","New South Wales","Rural locality","Bathurst Regional (Area)","Rest of NSW",660,9,22048,135.805,-33.93829,149.42276,"Australia/Sydney"
10263,"Bella Vista","Baulkham Hills",2153,"NSW","New South Wales","Major Urban locality","The Hills Shire (Area)","Greater Sydney",101,7837,43784,3.800,-33.74234,150.95464,"Australia/Sydney"
10233,"Baulkham Hills","Baulkham Hills",2153,"NSW","New South Wales","Major Urban locality","The Hills Shire (Area)","Greater Sydney",93,37050,41288,16.003,-33.74634,150.98287,"Australia/Sydney"
10847,"Castle Hill","Baulkham Hills",2154,"NSW","New South Wales","Major Urban locality","The Hills Shire (Area)","Greater Sydney",112,39594,40924,18.810,-33.72933,150.99777,"Australia/Sydney"
12088,"Kellyville","Baulkham Hills",2155,"NSW","New South Wales","Major Urban locality","The Hills Shire (Area)","Greater Sydney",78,27971,46228,18.645,-33.69583,150.95622,"Australia/Sydney"
14249,"West Pennant Hills","Baulkham Hills",2125,"NSW","New South Wales","Major Urban locality","The Hills Shire (Area)","Greater Sydney",109,16374,45500,9.292,-33.74763,151.03335,"Australia/Sydney"
14335,"Winston Hills","Baulkham Hills",2153,"NSW","New South Wales","Major Urban locality","The Hills Shire (Area)","Greater Sydney",77,11674,40352,4.739,-33.77692,150.98008,"Australia/Sydney"
11667,"Glenhaven","",2156,"NSW","New South Wales","Rural locality","The Hills Shire (Area)","Greater Sydney",123,6501,41444,7.214,-33.70276,150.99604,"Australia/Sydney"
13429,"Rouse Hill","Baulkham Hills",2155,"NSW","New South Wales","Major Urban locality","The Hills Shire (Area)","Greater Sydney",45,7965,45812,10.638,-33.67757,150.91278,"Australia/Sydney"
10243,"Beaumont Hills","Baulkham Hills",2155,"NSW","New South Wales","Major Urban locality","The Hills Shire (Area)","Greater Sydney",67,9042,46488,3.190,-33.69788,150.94161,"Australia/Sydney"
12100,"Kenthurst","Baulkham Hills",2156,"NSW","New South Wales","Urban locality","The Hills Shire (Area)","Greater Sydney",53,5037,41496,45.495,-33.63850,150.97350,"Australia/Sydney"
10859,"Cattai","",2756,"NSW","New South Wales","Rural locality","The Hills Shire (Area)","Greater Sydney",4,790,41236,22.698,-33.54239,150.91777,"Australia/Sydney"
11328,"Dural","",2158,"NSW","New South Wales","Rural locality","The Hills Shire (Area)","Greater Sydney",219,7570,38792,34.135,-33.68508,151.04147,"Australia/Sydney"
14344,"Wisemans Ferry","",2775,"NSW","New South Wales","Rural locality","The Hills Shire (Area)","Greater Sydney",3,220,27924,13.467,-33.39544,150.98047,"Australia/Sydney"
12412,"Lower Portland","",2756,"NSW","New South Wales","Rural locality","The Hills Shire (Area)","Greater Sydney",49,589,40040,60.059,-33.44193,150.88137,"Australia/Sydney"
12500,"Maroota","",2756,"NSW","New South Wales","Rural locality","The Hills Shire (Area)","Greater Sydney",134,617,35776,57.114,-33.45976,150.97347,"Australia/Sydney"
13459,"Sackville North","",2756,"NSW","New South Wales","Rural locality","The Hills Shire (Area)","Greater Sydney",14,312,31356,13.091,-33.48685,150.90163,"Australia/Sydney"
13592,"South Maroota","",2756,"NSW","New South Wales","Rural locality","The Hills Shire (Area)","Greater Sydney",108,557,38428,34.860,-33.50959,150.95763,"Australia/Sydney"
11673,"Glenorie","",2157,"NSW","New South Wales","Rural locality","The Hills Shire (Area)","Greater Sydney",97,3497,37596,79.435,-33.57079,150.98602,"Australia/Sydney"
12484,"Maraylya","",2765,"NSW","New South Wales","Rural locality","The Hills Shire (Area)","Greater Sydney",27,1244,40560,20.466,-33.59439,150.91597,"Australia/Sydney"
12603,"Middle Dural","",2158,"NSW","New South Wales","Rural locality","The Hills Shire (Area)","Greater Sydney",143,1008,39104,7.660,-33.63844,151.01006,"Australia/Sydney"
10539,"Box Hill","",2765,"NSW","New South Wales","Rural locality","The Hills Shire (Area)","Greater Sydney",40,902,35256,14.079,-33.64417,150.89911,"Australia/Sydney"
12922,"Nelson","",2765,"NSW","New South Wales","Rural locality","The Hills Shire (Area)","Greater Sydney",65,454,36504,4.918,-33.64457,150.92333,"Australia/Sydney"
10062,"Annangrove","",2156,"NSW","New South Wales","Rural locality","The Hills Shire (Area)","Greater Sydney",83,1397,39780,10.246,-33.65546,150.95159,"Australia/Sydney"
13003,"North Rocks","Baulkham Hills",2151,"NSW","New South Wales","Major Urban locality","Parramatta (City)","Greater Sydney",92,7965,40092,5.462,-33.77572,151.01474,"Australia/Sydney"
13063,"Oatlands","Baulkham Hills",2117,"NSW","New South Wales","Major Urban locality","Parramatta (City)","Greater Sydney",54,5660,36660,2.462,-33.79508,151.02527,"Australia/Sydney"
10818,"Carlingford","Baulkham Hills",2118,"NSW","New South Wales","Major Urban locality","Parramatta (City)","Greater Sydney",102,24394,33696,8.528,-33.77523,151.04540,"Australia/Sydney"
13023,"Northmead","Baulkham Hills",2152,"NSW","New South Wales","Major Urban locality","Parramatta (City)","Greater Sydney",49,11215,40924,4.286,-33.78379,150.99349,"Australia/Sydney"
13001,"North Parramatta","Baulkham Hills",2151,"NSW","New South Wales","Major Urban locality","Parramatta (City)","Greater Sydney",56,13248,37908,5.243,-33.79411,151.01170,"Australia/Sydney"
14370,"Wonboyn North","",2551,"NSW","New South Wales","Rural locality","Bega Valley (Area)","Rest of NSW",147,0,0,71.595,-37.19869,149.90497,"Australia/Sydney"
12834,"Mumbulla Mountain","",2550,"NSW","New South Wales","Rural locality","Bega Valley (Area)","Rest of NSW",242,0,0,44.008,-36.53343,149.88866,"Australia/Sydney"
10056,"Angledale","",2550,"NSW","New South Wales","Rural locality","Bega Valley (Area)","Rest of NSW",82,154,31668,26.813,-36.63357,149.86830,"Australia/Sydney"
11572,"Frogs Hollow","",2550,"NSW","New South Wales","Rural locality","Bega Valley (Area)","Rest of NSW",87,113,22100,16.343,-36.76362,149.81617,"Australia/Sydney"
12066,"Kanoona","",2550,"NSW","New South Wales","Rural locality","Bega Valley (Area)","Rest of NSW",89,143,34216,16.301,-36.74811,149.77545,"Australia/Sydney"
11246,"Devils Hole","",2550,"NSW","New South Wales","Rural locality","Bega Valley (Area)","Rest of NSW",370,17,37700,11.659,-36.87327,149.64948,"Australia/Sydney"
12721,"Morans Crossing","",2550,"NSW","New South Wales","Rural locality","Bega Valley (Area)","Rest of NSW",126,71,23400,31.925,-36.66822,149.65451,"Australia/Sydney"
14501,"Yellow Pinch","",2548,"NSW","New South Wales","Rural locality","Bega Valley (Area)","Rest of NSW",138,51,25324,10.185,-36.85823,149.83571,"Australia/Sydney"
10307,"Bermagui","",2546,"NSW","New South Wales","Rural locality","Bega Valley (Area)","Rest of NSW",45,1536,25636,44.255,-36.42695,150.03923,"Australia/Sydney"
10210,"Barragga Bay","",2546,"NSW","New South Wales","Rural locality","Bega Valley (Area)","Rest of NSW",43,94,31044,2.496,-36.50366,150.05204,"Australia/Sydney"
11183,"Cuttagee","",2546,"NSW","New South Wales","Rural locality","Bega Valley (Area)","Rest of NSW",1,55,26312,15.072,-36.48445,150.03813,"Australia/Sydney"
11746,"Green Cape","",2551,"NSW","New South Wales","Rural locality","Bega Valley (Area)","Rest of NSW",40,0,0,53.071,-37.21212,150.00351,"Australia/Sydney"
13877,"Tinpot","",2546,"NSW","New South Wales","Rural locality","Bega Valley (Area)","Rest of NSW",243,9,0,103.576,-36.24472,149.89143,"Australia/Sydney"
13768,"Tarraganda","",2550,"NSW","New South Wales","Rural locality","Bega Valley (Area)","Rest of NSW",4,334,34008,12.539,-36.67820,149.86563,"Australia/Sydney"
13749,"Tanja","",2550,"NSW","New South Wales","Rural locality","Bega Valley (Area)","Rest of NSW",93,157,25792,48.343,-36.62516,149.96428,"Australia/Sydney"
11384,"Edrom","",2551,"NSW","New South Wales","Rural locality","Bega Valley (Area)","Rest of NSW",53,0,0,37.876,-37.13357,149.95858,"Australia/Sydney"
14362,"Wolumla","Bega - Surrounds",2550,"NSW","New South Wales","Urban locality","Bega Valley (Area)","Rest of NSW",123,703,30004,30.661,-36.81613,149.81469,"Australia/Sydney"
13285,"Quaama","",2550,"NSW","New South Wales","Rural locality","Bega Valley (Area)","Rest of NSW",170,281,23244,36.927,-36.46639,149.89039,"Australia/Sydney"
13140,"Pambula","Bega - Surrounds",2549,"NSW","New South Wales","Urban locality","Bega Valley (Area)","Rest of NSW",9,970,26052,8.537,-36.92999,149.87665,"Australia/Sydney"
11375,"Eden","",2551,"NSW","New South Wales","Rural locality","Bega Valley (Area)","Rest of NSW",173,3151,25272,85.460,-37.01948,149.89459,"Australia/Sydney"
10253,"Bega","Bega",2550,"NSW","New South Wales","Urban locality","Bega Valley (Area)","Rest of NSW",37,4668,28132,31.167,-36.68580,149.84245,"Australia/Sydney"
12575,"Merimbula","Bega - Surrounds",2548,"NSW","New South Wales","Urban locality","Bega Valley (Area)","Rest of NSW",0,3544,30160,18.066,-36.89614,149.90424,"Australia/Sydney"
13141,"Pambula Beach","Bega - Surrounds",2549,"NSW","New South Wales","Urban locality","Bega Valley (Area)","Rest of NSW",50,654,35256,6.325,-36.94474,149.89910,"Australia/Sydney"
10788,"Candelo","Bega - Surrounds",2550,"NSW","New South Wales","Urban locality","Bega Valley (Area)","Rest of NSW",167,686,27924,96.853,-36.78368,149.66763,"Australia/Sydney"
14443,"Wyndham","",2550,"NSW","New South Wales","Rural locality","Bega Valley (Area)","Rest of NSW",268,386,22828,129.351,-36.92217,149.63377,"Australia/Sydney"
12162,"Kingswood","",2550,"NSW","New South Wales","Rural locality","Bega Valley (Area)","Rest of NSW",42,7,53248,6.379,-36.74426,149.82036,"Australia/Sydney"
13595,"South Pambula","",2549,"NSW","New South Wales","Rural locality","Bega Valley (Area)","Rest of NSW",49,483,28236,8.116,-36.94869,149.85359,"Australia/Sydney"
12644,"Mirador","Bega - Surrounds",2548,"NSW","New South Wales","Urban locality","Bega Valley (Area)","Rest of NSW",56,377,34060,1.775,-36.87677,149.91989,"Australia/Sydney"
10312,"Berrambool","Bega - Surrounds",2548,"NSW","New South Wales","Urban locality","Bega Valley (Area)","Rest of NSW",12,456,27248,0.639,-36.88087,149.91027,"Australia/Sydney"
13774,"Tathra","Bega - Surrounds",2550,"NSW","New South Wales","Urban locality","Bega Valley (Area)","Rest of NSW",83,1675,34112,20.759,-36.73733,149.96654,"Australia/Sydney"
